g10452.t2	sp|Q27433|MEC2_CAEEL	74.6	3.59e-128	376	sp|Q27433|MEC2_CAEEL Mechanosensory protein 2 OS=Caenorhabditis elegans OX=6239 GN=mec-2 PE=1 SV=1
g10452.t3	sp|Q27433|MEC2_CAEEL	74.3	1.14e-127	375	sp|Q27433|MEC2_CAEEL Mechanosensory protein 2 OS=Caenorhabditis elegans OX=6239 GN=mec-2 PE=1 SV=1
g10479.t1	sp|Q9UHF1|EGFL7_HUMAN	32.1	4.55e-38	139	sp|Q9UHF1|EGFL7_HUMAN Epidermal growth factor-like protein 7 OS=Homo sapiens OX=9606 GN=EGFL7 PE=1 SV=3
g10496.t1	sp|Q9QX29|TRPC5_MOUSE	44.6	3.78e-18	83.6	sp|Q9QX29|TRPC5_MOUSE Short transient receptor potential channel 5 OS=Mus musculus OX=10090 GN=Trpc5 PE=1 SV=2
g10496.t2	sp|Q9QX29|TRPC5_MOUSE	44.6	4.30e-18	83.6	sp|Q9QX29|TRPC5_MOUSE Short transient receptor potential channel 5 OS=Mus musculus OX=10090 GN=Trpc5 PE=1 SV=2
g10497.t1	sp|Q9VJJ7|TRPG_DROME	35.8	1.17e-126	413	sp|Q9VJJ7|TRPG_DROME Transient receptor potential-gamma protein OS=Drosophila melanogaster OX=7227 GN=Trpgamma PE=1 SV=2
g10559.t1	sp|Q5QNQ9|CORA1_MOUSE	43.4	1.39e-44	181	sp|Q5QNQ9|CORA1_MOUSE Collagen alpha-1(XXVII) chain OS=Mus musculus OX=10090 GN=Col27a1 PE=2 SV=1
g10612.t1	sp|P17702|RL28_RAT	53.7	2.49e-35	124	sp|P17702|RL28_RAT Large ribosomal subunit protein eL28 OS=Rattus norvegicus OX=10116 GN=Rpl28 PE=1 SV=4
g10612.t2	sp|P17702|RL28_RAT	45.9	3.19e-30	112	sp|P17702|RL28_RAT Large ribosomal subunit protein eL28 OS=Rattus norvegicus OX=10116 GN=Rpl28 PE=1 SV=4
g10674.t1	sp|Q9JI03|CO5A1_RAT	48.1	1.63e-61	237	sp|Q9JI03|CO5A1_RAT Collagen alpha-1(V) chain OS=Rattus norvegicus OX=10116 GN=Col5a1 PE=1 SV=1
g10699.t1	sp|Q9QZS8|SH2D3_MOUSE	31.9	9.44e-86	293	sp|Q9QZS8|SH2D3_MOUSE SH2 domain-containing protein 3C OS=Mus musculus OX=10090 GN=Sh2d3c PE=1 SV=1
g10699.t2	sp|Q9QZS8|SH2D3_MOUSE	31.9	8.68e-86	293	sp|Q9QZS8|SH2D3_MOUSE SH2 domain-containing protein 3C OS=Mus musculus OX=10090 GN=Sh2d3c PE=1 SV=1
g10701.t1	sp|Q9TTF0|NR2E3_BOVIN	41.3	2.78e-89	281	sp|Q9TTF0|NR2E3_BOVIN Photoreceptor-specific nuclear receptor OS=Bos taurus OX=9913 GN=NR2E3 PE=1 SV=2
g10743.t1	sp|Q9UN76|S6A14_HUMAN	47.6	2.75e-199	580	sp|Q9UN76|S6A14_HUMAN Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) OS=Homo sapiens OX=9606 GN=SLC6A14 PE=1 SV=1
g10743.t2	sp|Q9UN76|S6A14_HUMAN	47.6	8.93e-199	580	sp|Q9UN76|S6A14_HUMAN Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) OS=Homo sapiens OX=9606 GN=SLC6A14 PE=1 SV=1
g10743.t3	sp|Q9UN76|S6A14_HUMAN	48.6	1.26e-198	578	sp|Q9UN76|S6A14_HUMAN Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) OS=Homo sapiens OX=9606 GN=SLC6A14 PE=1 SV=1
g10761.t1	sp|Q95218|DMBT1_RABIT	35.2	2.16e-89	310	sp|Q95218|DMBT1_RABIT Scavenger receptor cysteine-rich domain-containing protein DMBT1 OS=Oryctolagus cuniculus OX=9986 GN=Dmbt1 PE=1 SV=2
g10823.t1	sp|Q9Z0U4|GABR1_RAT	45.6	8.88e-233	684	sp|Q9Z0U4|GABR1_RAT Gamma-aminobutyric acid type B receptor subunit 1 OS=Rattus norvegicus OX=10116 GN=Gabbr1 PE=1 SV=2
g11064.t1	sp|Q4LDE5|SVEP1_HUMAN	24.2	1.64e-77	290	sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
g11064.t2	sp|Q4LDE5|SVEP1_HUMAN	24.1	1.70e-75	284	sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
g11068.t1	sp|Q4LDE5|SVEP1_HUMAN	22.0	1.96e-58	226	sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
g11114.t1	sp|Q4LDE5|SVEP1_HUMAN	24.1	5.59e-77	285	sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
g11114.t2	sp|Q4LDE5|SVEP1_HUMAN	24.4	7.16e-83	305	sp|Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
g1118.t1	sp|Q9H939|PPIP2_HUMAN	33.0	4.34e-46	165	sp|Q9H939|PPIP2_HUMAN Proline-serine-threonine phosphatase-interacting protein 2 OS=Homo sapiens OX=9606 GN=PSTPIP2 PE=1 SV=4
g1118.t2	sp|Q9H939|PPIP2_HUMAN	33.0	1.29e-47	167	sp|Q9H939|PPIP2_HUMAN Proline-serine-threonine phosphatase-interacting protein 2 OS=Homo sapiens OX=9606 GN=PSTPIP2 PE=1 SV=4
g11379.t1	sp|Q76I81|RS12_BOVIN	79.8	1.87e-68	207	sp|Q76I81|RS12_BOVIN Small ribosomal subunit protein eS12 OS=Bos taurus OX=9913 GN=RPS12 PE=2 SV=1
g11381.t1	sp|P10936|YES_XENLA	65.7	1.70e-229	644	sp|P10936|YES_XENLA Tyrosine-protein kinase Yes OS=Xenopus laevis OX=8355 GN=yes1 PE=2 SV=3
g11432.t1	sp|Q60675|LAMA2_MOUSE	33.5	0.0	1480	sp|Q60675|LAMA2_MOUSE Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2
g11497.t1	sp|P00523|SRC_CHICK	47.1	5.38e-135	404	sp|P00523|SRC_CHICK Proto-oncogene tyrosine-protein kinase Src OS=Gallus gallus OX=9031 GN=SRC PE=1 SV=4
g11511.t1	sp|P19477|FIBA_APOPA	44.2	5.06e-44	152	sp|P19477|FIBA_APOPA Fibrinogen-like protein A OS=Apostichopus parvimensis OX=1902835 PE=2 SV=1
g1152.t1	sp|P0C1Q2|PDE11_MOUSE	45.3	2.18e-263	764	sp|P0C1Q2|PDE11_MOUSE Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A OS=Mus musculus OX=10090 GN=Pde11a PE=1 SV=1
g11520.t1	sp|P56719|OX2R_RAT	36.4	4.58e-50	179	sp|P56719|OX2R_RAT Orexin receptor type 2 OS=Rattus norvegicus OX=10116 GN=Hcrtr2 PE=2 SV=1
g11599.t1	sp|B3EWZ9|HEPHL_ACRMI	47.8	0.0	1021	sp|B3EWZ9|HEPHL_ACRMI Hephaestin-like protein OS=Acropora millepora OX=45264 PE=1 SV=1
g1168.t1	sp|Q05917|HME2_CHICK	60.7	3.35e-15	74.3	sp|Q05917|HME2_CHICK Homeobox protein engrailed-2 OS=Gallus gallus OX=9031 GN=EN2 PE=1 SV=2
g11715.t1	sp|Q99502|EYA1_HUMAN	48.0	1.48e-164	486	sp|Q99502|EYA1_HUMAN Protein phosphatase EYA1 OS=Homo sapiens OX=9606 GN=EYA1 PE=1 SV=2
g11769.t1	sp|Q9Y490|TLN1_HUMAN	46.5	7.71e-164	528	sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3
g1184.t1	sp|P39021|MEOX2_XENLA	57.1	2.48e-33	128	sp|P39021|MEOX2_XENLA Homeobox protein MOX-2 OS=Xenopus laevis OX=8355 GN=meox2 PE=2 SV=2
g11863.t1	sp|Q9R283|TRPC2_RAT	26.4	1.69e-22	109	sp|Q9R283|TRPC2_RAT Short transient receptor potential channel 2 OS=Rattus norvegicus OX=10116 GN=Trpc2 PE=2 SV=2
g11951.t1	sp|P23403|RS20_XENLA	86.3	8.37e-67	200	sp|P23403|RS20_XENLA Small ribosomal subunit protein uS10 OS=Xenopus laevis OX=8355 GN=rps20 PE=1 SV=1
g11988.t1	sp|A6H8H5|KCNB2_MOUSE	61.1	1.56e-66	224	sp|A6H8H5|KCNB2_MOUSE Potassium voltage-gated channel subfamily B member 2 OS=Mus musculus OX=10090 GN=Kcnb2 PE=1 SV=2
g11988.t2	sp|A6H8H5|KCNB2_MOUSE	62.4	4.15e-78	254	sp|A6H8H5|KCNB2_MOUSE Potassium voltage-gated channel subfamily B member 2 OS=Mus musculus OX=10090 GN=Kcnb2 PE=1 SV=2
g12050.t1	sp|P30427|PLEC_RAT	37.1	9.60e-150	527	sp|P30427|PLEC_RAT Plectin OS=Rattus norvegicus OX=10116 GN=Plec PE=1 SV=2
g12050.t2	sp|P30427|PLEC_RAT	34.1	2.26e-109	396	sp|P30427|PLEC_RAT Plectin OS=Rattus norvegicus OX=10116 GN=Plec PE=1 SV=2
g12051.t1	sp|Q03001|DYST_HUMAN	19.9	1.03e-58	231	sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4
g12053.t1	sp|Q03001|DYST_HUMAN	22.1	8.80e-43	179	sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4
g12053.t2	sp|Q03001|DYST_HUMAN	22.1	8.77e-43	179	sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4
g12055.t1	sp|Q9UPN3|MACF1_HUMAN	32.1	0.0	1575	sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4
g12055.t2	sp|Q9QXZ0|MACF1_MOUSE	34.6	0.0	1426	sp|Q9QXZ0|MACF1_MOUSE Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2
g12059.t1	sp|A1A4R9|AP2A_BOVIN	59.8	4.83e-133	400	sp|A1A4R9|AP2A_BOVIN Transcription factor AP-2-alpha OS=Bos taurus OX=9913 GN=TFAP2A PE=2 SV=1
g12059.t2	sp|A1A4R9|AP2A_BOVIN	59.8	4.83e-133	400	sp|A1A4R9|AP2A_BOVIN Transcription factor AP-2-alpha OS=Bos taurus OX=9913 GN=TFAP2A PE=2 SV=1
g12059.t3	sp|A1A4R9|AP2A_BOVIN	60.3	1.26e-133	401	sp|A1A4R9|AP2A_BOVIN Transcription factor AP-2-alpha OS=Bos taurus OX=9913 GN=TFAP2A PE=2 SV=1
g1208.t1	sp|Q7SYH5|SC5A8_XENLA	40.8	2.30e-110	347	sp|Q7SYH5|SC5A8_XENLA Sodium-coupled monocarboxylate transporter 1 OS=Xenopus laevis OX=8355 GN=slc5a8 PE=2 SV=1
g12148.t1	sp|O15230|LAMA5_HUMAN	34.0	0.0	1214	sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8
g12148.t2	sp|O15230|LAMA5_HUMAN	33.8	0.0	1204	sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8
g12264.t1	sp|A6H769|RS7_BOVIN	59.3	5.22e-62	198	sp|A6H769|RS7_BOVIN Small ribosomal subunit protein eS7 OS=Bos taurus OX=9913 GN=RPS7 PE=1 SV=1
g12269.t1	sp|Q21313|EPI1_CAEEL	28.4	1.21e-159	554	sp|Q21313|EPI1_CAEEL Laminin-like protein epi-1 OS=Caenorhabditis elegans OX=6239 GN=epi-1 PE=1 SV=1
g1227.t1	sp|P30975|TLR2_DROME	24.9	6.55e-23	103	sp|P30975|TLR2_DROME Tachykinin-like peptides receptor 99D OS=Drosophila melanogaster OX=7227 GN=TkR99D PE=2 SV=2
g12270.t1	sp|Q61001|LAMA5_MOUSE	47.4	6.06e-272	863	sp|Q61001|LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus OX=10090 GN=Lama5 PE=1 SV=4
g12271.t1	sp|O95989|NUDT3_HUMAN	57.0	7.47e-46	150	sp|O95989|NUDT3_HUMAN Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1
g12284.t1	sp|F7J220|SRCR1_PATPE	52.2	0.0	1120	sp|F7J220|SRCR1_PATPE Scavenger receptor cysteine-rich domain superfamily protein OS=Patiria pectinifera OX=7594 GN=SRCR1 PE=1 SV=1
g1230.t1	sp|Q01617|CPO_DROME	61.7	9.32e-54	189	sp|Q01617|CPO_DROME Protein couch potato OS=Drosophila melanogaster OX=7227 GN=cpo PE=2 SV=4
g12339.t1	sp|Q99J45|NRBP_MOUSE	72.3	2.14e-145	424	sp|Q99J45|NRBP_MOUSE Nuclear receptor-binding protein OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1
g12358.t1	sp|Q7Z020|TRPA1_DROME	37.8	1.78e-165	524	sp|Q7Z020|TRPA1_DROME Transient receptor potential cation channel subfamily A member 1 OS=Drosophila melanogaster OX=7227 GN=TrpA1 PE=1 SV=4
g12358.t2	sp|Q7Z020|TRPA1_DROME	38.5	1.07e-168	532	sp|Q7Z020|TRPA1_DROME Transient receptor potential cation channel subfamily A member 1 OS=Drosophila melanogaster OX=7227 GN=TrpA1 PE=1 SV=4
g12438.t1	sp|P20849|CO9A1_HUMAN	33.5	2.96e-37	155	sp|P20849|CO9A1_HUMAN Collagen alpha-1(IX) chain OS=Homo sapiens OX=9606 GN=COL9A1 PE=1 SV=3
g12438.t2	sp|P20849|CO9A1_HUMAN	33.5	3.03e-37	155	sp|P20849|CO9A1_HUMAN Collagen alpha-1(IX) chain OS=Homo sapiens OX=9606 GN=COL9A1 PE=1 SV=3
g12447.t1	sp|Q90655|AKR_CHICK	64.4	1.24e-30	121	sp|Q90655|AKR_CHICK Homeobox protein AKR OS=Gallus gallus OX=9031 PE=2 SV=1
g12471.t1	sp|O97490|TRFM_RABIT	43.6	8.22e-171	512	sp|O97490|TRFM_RABIT Melanotransferrin OS=Oryctolagus cuniculus OX=9986 GN=MELTF PE=2 SV=1
g12472.t1	sp|O97490|TRFM_RABIT	41.6	1.01e-175	524	sp|O97490|TRFM_RABIT Melanotransferrin OS=Oryctolagus cuniculus OX=9986 GN=MELTF PE=2 SV=1
g12553.t1	sp|Q4A3R3|DMBT1_PIG	22.7	1.20e-13	75.1	sp|Q4A3R3|DMBT1_PIG Scavenger receptor cysteine-rich domain-containing protein DMBT1 OS=Sus scrofa OX=9823 GN=DMBT1 PE=2 SV=1
g12555.t1	sp|Q8R0I0|ACE2_MOUSE	37.8	6.97e-52	186	sp|Q8R0I0|ACE2_MOUSE Angiotensin-converting enzyme 2 OS=Mus musculus OX=10090 GN=Ace2 PE=1 SV=1
g12681.t1	sp|Q63046|RUNX1_RAT	42.6	6.50e-67	227	sp|Q63046|RUNX1_RAT Runt-related transcription factor 1 OS=Rattus norvegicus OX=10116 GN=Runx1 PE=1 SV=1
g12681.t2	sp|Q63046|RUNX1_RAT	45.9	1.09e-72	241	sp|Q63046|RUNX1_RAT Runt-related transcription factor 1 OS=Rattus norvegicus OX=10116 GN=Runx1 PE=1 SV=1
g12761.t1	sp|P79098|AMPN_BOVIN	32.8	1.37e-97	321	sp|P79098|AMPN_BOVIN Aminopeptidase N OS=Bos taurus OX=9913 GN=ANPEP PE=2 SV=4
g12808.t1	sp|Q6T4R5|NHS_HUMAN	25.9	7.85e-12	74.3	sp|Q6T4R5|NHS_HUMAN Actin remodeling regulator NHS OS=Homo sapiens OX=9606 GN=NHS PE=1 SV=2
g12820.t1	sp|Q24799|MYPH_ECHGR	44.7	4.38e-49	160	sp|Q24799|MYPH_ECHGR Myophilin OS=Echinococcus granulosus OX=6210 PE=2 SV=1
g12835.t1	sp|P39098|MA1A2_MOUSE	58.7	2.75e-210	604	sp|P39098|MA1A2_MOUSE Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Mus musculus OX=10090 GN=Man1a2 PE=1 SV=1
g12847.t1	sp|Q6IFT4|RHG20_MOUSE	35.9	3.31e-98	345	sp|Q6IFT4|RHG20_MOUSE Rho GTPase-activating protein 20 OS=Mus musculus OX=10090 GN=Arhgap20 PE=1 SV=1
g12847.t2	sp|Q6IFT4|RHG20_MOUSE	36.3	7.43e-100	348	sp|Q6IFT4|RHG20_MOUSE Rho GTPase-activating protein 20 OS=Mus musculus OX=10090 GN=Arhgap20 PE=1 SV=1
g12847.t3	sp|Q6PAJ1|BCR_MOUSE	23.7	4.49e-08	59.7	sp|Q6PAJ1|BCR_MOUSE Breakpoint cluster region protein OS=Mus musculus OX=10090 GN=Bcr PE=1 SV=3
g12891.t1	sp|Q9BG96|NR0B1_PONPY	31.1	3.49e-22	100	sp|Q9BG96|NR0B1_PONPY Nuclear receptor subfamily 0 group B member 1 OS=Pongo pygmaeus OX=9600 GN=NR0B1 PE=2 SV=1
g12906.t1	sp|Q961J5|BALAT_DROME	31.2	5.24e-73	246	sp|Q961J5|BALAT_DROME Beta-alanine transporter OS=Drosophila melanogaster OX=7227 GN=Balat PE=2 SV=1
g12990.t1	sp|P02826|HSP7A_DROSI	78.6	6.97e-58	180	sp|P02826|HSP7A_DROSI Heat shock 70 kDa protein cognate 1 (Fragments) OS=Drosophila simulans OX=7240 GN=Hsc70-1 PE=2 SV=1
g12990.t2	sp|P08106|HSP70_CHICK	84.8	2.42e-32	120	sp|P08106|HSP70_CHICK Heat shock 70 kDa protein OS=Gallus gallus OX=9031 PE=1 SV=1
g13069.t1	sp|Q3SZZ7|FGL1_BOVIN	40.8	2.24e-35	135	sp|Q3SZZ7|FGL1_BOVIN Fibrinogen-like protein 1 OS=Bos taurus OX=9913 GN=FGL1 PE=2 SV=1
g13156.t1	sp|Q9Y226|S22AD_HUMAN	33.6	1.15e-81	268	sp|Q9Y226|S22AD_HUMAN Solute carrier family 22 member 13 OS=Homo sapiens OX=9606 GN=SLC22A13 PE=1 SV=2
g13161.t1	sp|P58658|EVA1C_HUMAN	35.7	5.95e-43	162	sp|P58658|EVA1C_HUMAN Protein eva-1 homolog C OS=Homo sapiens OX=9606 GN=EVA1C PE=1 SV=1
g13167.t1	sp|P10758|LITH_RAT	28.0	1.98e-09	62.0	sp|P10758|LITH_RAT Lithostathine OS=Rattus norvegicus OX=10116 GN=Reg1 PE=1 SV=1
g13236.t1	sp|Q862I1|RL24_BOVIN	63.1	5.41e-57	178	sp|Q862I1|RL24_BOVIN Large ribosomal subunit protein eL24 OS=Bos taurus OX=9913 GN=RPL24 PE=2 SV=2
g13240.t1	sp|P15882|CHIN_HUMAN	49.8	4.72e-93	288	sp|P15882|CHIN_HUMAN N-chimaerin OS=Homo sapiens OX=9606 GN=CHN1 PE=1 SV=3
g13245.t1	sp|Q804E1|IOD1_FUNHE	30.8	6.30e-14	73.9	sp|Q804E1|IOD1_FUNHE Type I iodothyronine deiodinase OS=Fundulus heteroclitus OX=8078 GN=dio1 PE=2 SV=2
g13277.t1	sp|P91620|SIF2_DROME	41.8	5.57e-219	704	sp|P91620|SIF2_DROME Protein still life, isoforms C/SIF type 2 OS=Drosophila melanogaster OX=7227 GN=sif PE=2 SV=2
g13277.t2	sp|P91620|SIF2_DROME	41.9	6.95e-220	707	sp|P91620|SIF2_DROME Protein still life, isoforms C/SIF type 2 OS=Drosophila melanogaster OX=7227 GN=sif PE=2 SV=2
g13353.t1	sp|Q9NPF2|CHSTB_HUMAN	35.7	8.45e-26	106	sp|Q9NPF2|CHSTB_HUMAN Carbohydrate sulfotransferase 11 OS=Homo sapiens OX=9606 GN=CHST11 PE=1 SV=1
g13441.t1	sp|P48442|CASR_RAT	24.7	1.23e-52	203	sp|P48442|CASR_RAT Extracellular calcium-sensing receptor OS=Rattus norvegicus OX=10116 GN=Casr PE=1 SV=1
g13467.t1	sp|P30550|GRPR_HUMAN	38.6	1.14e-55	190	sp|P30550|GRPR_HUMAN Gastrin-releasing peptide receptor OS=Homo sapiens OX=9606 GN=GRPR PE=1 SV=1
g13482.t1	sp|Q9I8C7|ACH10_CHICK	40.1	1.31e-71	243	sp|Q9I8C7|ACH10_CHICK Neuronal acetylcholine receptor subunit alpha-10 OS=Gallus gallus OX=9031 GN=CHRNA10 PE=3 SV=1
g13546.t1	sp|P49401|RS4_XENLA	76.7	8.84e-146	411	sp|P49401|RS4_XENLA Small ribosomal subunit protein eS4 OS=Xenopus laevis OX=8355 GN=rps4 PE=1 SV=4
g13553.t1	sp|Q80YA9|CNKR2_MOUSE	29.1	5.19e-71	259	sp|Q80YA9|CNKR2_MOUSE Connector enhancer of kinase suppressor of ras 2 OS=Mus musculus OX=10090 GN=Cnksr2 PE=1 SV=1
g13570.t1	sp|Q9VCA2|ORCT_DROME	39.2	1.56e-113	351	sp|Q9VCA2|ORCT_DROME Organic cation transporter protein OS=Drosophila melanogaster OX=7227 GN=Orct PE=1 SV=1
g13582.t1	sp|P81133|SIM1_HUMAN	71.2	3.92e-161	479	sp|P81133|SIM1_HUMAN Single-minded homolog 1 OS=Homo sapiens OX=9606 GN=SIM1 PE=1 SV=2
g1359.t1	sp|P48159|RL23_DROME	90.8	4.24e-81	237	sp|P48159|RL23_DROME Large ribosomal subunit protein uL14 OS=Drosophila melanogaster OX=7227 GN=RpL23 PE=1 SV=2
g13596.t1	sp|Q95LD9|AHR_DELLE	46.7	4.10e-109	362	sp|Q95LD9|AHR_DELLE Aryl hydrocarbon receptor OS=Delphinapterus leucas OX=9749 GN=AHR PE=2 SV=1
